Time,Exchange,ImbType,imbalance_quantity,paired_quantity,reference_price,far_price,near_price,price_variation_indicator,Bid,Ask
9/21/2026 9:28:05 AM,Q,O,-279463,1143436,231.45,200,208.28,A,0,0
9/21/2026 9:28:06 AM,Q,O,-267265,1155634,231.15,200,208.08,9,0,0
9/21/2026 9:28:07 AM,Q,O,-274339,1148560,231.34,200,208.18,A,0,0
9/21/2026 9:28:08 AM,Q,O,-273338,1149561,231.48,202.25,208.45,9,0,0
9/21/2026 9:28:09 AM,Q,O,-272063,1150836,231.72,203.81,208.6,9,0,0
9/21/2026 9:28:10 AM,Q,O,-249201,1173698,231.41,203.82,208.26,A,0,0
9/21/2026 9:28:11 AM,Q,O,-249428,1173471,231.47,203.82,208.45,9,0,0
9/21/2026 9:28:12 AM,Q,O,-233381,1189518,231.43,203.95,213.45,7,0,0
9/21/2026 9:28:13 AM,Q,O,-231978,1190921,231.47,204.08,213.89,7,0,0
9/21/2026 9:28:14 AM,Q,O,-229492,1193407,231.51,205,216.31,6,0,0
9/21/2026 9:28:15 AM,Q,O,-229272,1193627,231.52,205,218,5,0,0
9/21/2026 9:28:16 AM,Q,O,-241527,1181372,231.72,205,219,5,0,0
9/21/2026 9:28:17 AM,Q,O,-227989,1194910,231.58,205.5,219.73,5,0,0
9/21/2026 9:28:18 AM,Q,O,-240564,1182335,231.76,206,220,5,0,0
9/21/2026 9:28:19 AM,Q,O,-223476,1199423,231.55,209.2,220,4,0,0
9/21/2026 9:28:20 AM,Q,O,-207656,1215243,231.52,213.6,221.06,4,0,0
9/21/2026 9:28:21 AM,Q,O,-201656,1221243,231.51,215,222.22,4,0,0
9/21/2026 9:28:22 AM,Q,O,-201336,1221563,231.52,215,222.38,3,0,0
9/21/2026 9:28:23 AM,Q,O,-201333,1221566,231.51,215.15,222.38,3,0,0
9/21/2026 9:28:24 AM,Q,O,-200208,1222691,231.51,216.27,223.83,3,0,0
9/21/2026 9:28:25 AM,Q,O,-200597,1222302,231.61,220.01,224.87,2,0,0
9/21/2026 9:28:26 AM,Q,O,-210603,1212296,231.7,220.2,225,2,0,0
9/21/2026 9:28:27 AM,Q,O,-207619,1215280,231.73,221.06,225,2,0,0
9/21/2026 9:28:28 AM,Q,O,-207403,1215496,231.7,221.06,225,2,0,0
9/21/2026 9:28:29 AM,Q,O,-207936,1214963,231.76,221.06,225,2,0,0
9/21/2026 9:28:30 AM,Q,O,-207396,1215503,231.76,221.06,225,2,0,0
9/21/2026 9:28:31 AM,Q,O,-208070,1214829,231.77,221.06,225,2,0,0
9/21/2026 9:28:32 AM,Q,O,-205352,1217547,231.72,221.06,225,2,0,0
9/21/2026 9:28:33 AM,Q,O,-204320,1218579,231.7,221.06,225,2,0,0
9/21/2026 9:28:34 AM,Q,O,-202220,1220679,231.7,221.06,225,2,0,0
9/21/2026 9:28:35 AM,Q,O,-201636,1221263,231.73,221.15,225,2,0,0
9/21/2026 9:28:36 AM,Q,O,-191210,1231689,231.71,223.19,225.5,2,0,0
9/21/2026 9:28:37 AM,Q,O,-188209,1234690,231.7,224,225.53,2,0,0
9/21/2026 9:28:38 AM,Q,O,-183718,1239181,231.77,224.59,225.73,2,0,0
9/21/2026 9:28:39 AM,Q,O,-181500,1241399,231.71,224.59,225.73,2,0,0
9/21/2026 9:28:40 AM,Q,O,-181500,1241399,231.71,224.74,226.03,2,0,0
9/21/2026 9:28:41 AM,Q,O,-181349,1241550,231.7,224.74,225.75,2,0,0
9/21/2026 9:28:42 AM,Q,O,-180429,1242470,231.7,225,225.93,2,0,0
9/21/2026 9:28:43 AM,Q,O,-183078,1239821,231.79,225,226.13,2,0,0
9/21/2026 9:28:44 AM,Q,O,-177358,1245541,231.79,225.13,226.33,2,0,0
9/21/2026 9:28:45 AM,Q,O,-177969,1245130,231.83,225.18,226.43,2,0,0
9/21/2026 9:28:46 AM,Q,O,-174742,1248157,231.76,225.18,226.43,2,0,0
9/21/2026 9:28:47 AM,Q,O,-176228,1246671,231.77,225.23,226.5,2,0,0
9/21/2026 9:28:48 AM,Q,O,-174173,1248926,231.82,225.43,226.5,2,0,0
9/21/2026 9:28:49 AM,Q,O,-171487,1251412,231.76,225.48,226.5,2,0,0
9/21/2026 9:28:50 AM,Q,O,-173813,1249286,231.81,225.58,226.5,2,0,0
9/21/2026 9:28:51 AM,Q,O,-170375,1252524,231.71,225.6,226.5,2,0,0
9/21/2026 9:28:52 AM,Q,O,-173997,1249102,231.88,225.6,226.5,2,0,0
9/21/2026 9:28:53 AM,Q,O,-173535,1249564,231.84,225.6,226.5,2,0,0
9/21/2026 9:28:54 AM,Q,O,-173062,1250037,231.83,225.6,226.5,2,0,0
9/21/2026 9:28:55 AM,Q,O,-172515,1250584,231.84,225.6,226.6,2,0,0
9/21/2026 9:28:56 AM,Q,O,-178036,1245063,232.02,225.95,226.88,2,0,0
9/21/2026 9:28:57 AM,Q,O,-176752,1246347,232.03,226.13,227.03,2,0,0
9/21/2026 9:28:58 AM,Q,O,-171519,1251580,232,226.2,227.25,2,0,0
9/21/2026 9:28:59 AM,Q,O,-171376,1251723,232,226.25,227.3,2,0,0
9/21/2026 9:29:00 AM,Q,O,-176369,1246730,232.02,226.33,227.39,1,0,0
9/21/2026 9:29:01 AM,Q,O,-170769,1252330,231.94,226.43,227.43,1,0,0
