Time,Exchange,ImbType,imbalance_quantity,paired_quantity,reference_price,clearing_price,closing_only_clearing_price,SSR_filling_price,condition_indicator,Bid,Ask
7/1/2026 8:06:30 AM,N,O,20260,4015,302.7,320,0,0,0,0,0
7/1/2026 8:06:50 AM,N,O,20232,4043,302.7,320,0,0,0,0,0
7/1/2026 8:07:32 AM,N,O,20234,4043,302.7,320,0,0,0,0,0
7/1/2026 8:07:41 AM,N,O,20237,4043,302.7,320,0,0,0,0,0
7/1/2026 8:08:00 AM,N,O,20234,4043,302.7,320,0,0,0,0,0
7/1/2026 8:08:01 AM,N,O,20210,4067,302.7,320,0,0,0,0,0
7/1/2026 8:08:10 AM,N,O,20205,4067,302.7,320,0,0,0,0,0
7/1/2026 8:08:16 AM,N,O,20209,4067,302.7,320,0,0,0,0,0
7/1/2026 8:08:40 AM,N,O,20409,4067,302.7,320,0,0,0,0,0
7/1/2026 8:08:47 AM,N,O,20405,4067,302.7,320,0,0,0,0,0
7/1/2026 8:08:53 AM,N,O,22269,4633,302.7,320,0,0,0,0,0
7/1/2026 8:08:54 AM,N,O,22537,4646,302.7,320,0,0,0,0,0
7/1/2026 8:09:01 AM,N,O,22543,4646,302.7,320,0,0,0,0,0
7/1/2026 8:09:14 AM,N,O,26043,4646,302.7,320,0,0,0,0,0
7/1/2026 8:09:16 AM,N,O,26037,4652,302.7,320,0,0,0,0,0
7/1/2026 8:09:17 AM,N,O,26062,4652,302.7,320,0,0,0,0,0
7/1/2026 8:09:21 AM,N,O,26065,4652,302.7,320,0,0,0,0,0
7/1/2026 8:09:24 AM,N,O,26072,4652,302.7,320,0,0,0,0,0
7/1/2026 8:10:05 AM,N,O,26172,4652,302.7,320,0,0,0,0,0
7/1/2026 8:10:08 AM,N,O,26288,4652,302.7,320,0,0,0,0,0
7/1/2026 8:10:09 AM,N,O,26208,4754,302.7,320,0,0,0,0,0
7/1/2026 8:10:10 AM,N,O,26249,5369,302.7,320,0,0,0,0,0
