Time,Exchange,ImbType,imbalance_quantity,paired_quantity,reference_price,clearing_price,closing_only_clearing_price,SSR_filling_price,condition_indicator,Bid,Ask
5/13/2026 8:06:27 AM,N,O,48147,1025,53.72,74,0,0,0,0,0
5/13/2026 8:06:33 AM,N,O,48137,1025,53.72,74,0,0,0,0,0
5/13/2026 8:06:37 AM,N,O,48187,1025,53.72,74,0,0,0,0,0
5/13/2026 8:06:48 AM,N,O,48186,1025,53.72,74,0,0,0,0,0
5/13/2026 8:07:19 AM,N,O,47925,1625,53.72,74,0,0,0,0,0
5/13/2026 8:07:27 AM,N,O,47945,1625,53.72,74,0,0,0,0,0
5/13/2026 8:07:36 AM,N,O,47955,1625,53.72,74,0,0,0,0,0
5/13/2026 8:07:37 AM,N,O,47965,1625,53.72,74,0,0,0,0,0
5/13/2026 8:08:04 AM,N,O,47974,1625,53.72,74,0,0,0,0,0
5/13/2026 8:08:12 AM,N,O,47976,1625,53.72,74,0,0,0,0,0
5/13/2026 8:08:32 AM,N,O,47977,1625,53.72,74,0,0,0,0,0
5/13/2026 8:08:36 AM,N,O,47979,1625,53.72,74,0,0,0,0,0
5/13/2026 8:08:37 AM,N,O,47987,1625,53.72,74,0,0,0,0,0
5/13/2026 8:08:51 AM,N,O,48132,1625,53.72,74,0,0,0,0,0
5/13/2026 8:09:02 AM,N,O,47987,1625,53.72,74,0,0,0,0,0
5/13/2026 8:09:13 AM,N,O,47985,1627,53.72,74,0,0,0,0,0
5/13/2026 8:09:14 AM,N,O,47988,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:06 AM,N,O,48044,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:07 AM,N,O,48556,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:11 AM,N,O,48856,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:14 AM,N,O,48906,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:24 AM,N,O,48896,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:28 AM,N,O,48912,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:39 AM,N,O,49112,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:44 AM,N,O,49062,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:46 AM,N,O,49072,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:50 AM,N,O,49265,1627,53.72,74,0,0,0,0,0
5/13/2026 8:10:55 AM,N,O,49266,1627,53.72,74,0,0,0,0,0
5/13/2026 8:11:05 AM,N,O,49206,1687,53.72,74,0,0,0,0,0
5/13/2026 8:11:06 AM,N,O,49226,1687,53.72,74,0,0,0,0,0
5/13/2026 8:11:52 AM,N,O,49227,1687,53.72,74,0,0,0,0,0
5/13/2026 8:12:01 AM,N,O,49212,1687,53.72,74,0,0,0,0,0
5/13/2026 8:12:23 AM,N,O,49216,1687,53.72,74,0,0,0,0,0
5/13/2026 8:12:42 AM,N,O,49116,1687,53.72,74,0,0,0,0,0
5/13/2026 8:12:43 AM,N,O,49156,1687,53.72,74,0,0,0,0,0
5/13/2026 8:12:49 AM,N,O,49256,1687,53.72,74,0,0,0,0,0
5/13/2026 8:13:01 AM,N,O,49281,1687,53.72,74,0,0,0,0,0
5/13/2026 8:13:21 AM,N,O,49256,1687,53.72,74,0,0,0,0,0
5/13/2026 8:13:28 AM,N,O,49253,1690,53.72,74,0,0,0,0,0
5/13/2026 8:13:35 AM,N,O,49353,1690,53.72,74,0,0,0,0,0
5/13/2026 8:13:40 AM,N,O,49383,1690,53.72,74,0,0,0,0,0
5/13/2026 8:14:15 AM,N,O,49382,1690,53.72,74,0,0,0,0,0
5/13/2026 8:14:51 AM,N,O,49383,1690,53.72,74,0,0,0,0,0
5/13/2026 8:14:52 AM,N,O,49363,1710,53.72,74,0,0,0,0,0
5/13/2026 8:14:54 AM,N,O,49384,1710,53.72,74,0,0,0,0,0
5/13/2026 8:15:06 AM,N,O,49404,1710,53.72,74,0,0,0,0,0
5/13/2026 8:15:07 AM,N,O,49403,1711,53.72,74,0,0,0,0,0
5/13/2026 8:15:08 AM,N,O,49633,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:09 AM,N,O,49635,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:11 AM,N,O,49643,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:13 AM,N,O,50299,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:14 AM,N,O,50301,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:15 AM,N,O,50311,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:16 AM,N,O,50416,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:18 AM,N,O,50418,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:19 AM,N,O,50433,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:20 AM,N,O,50443,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:28 AM,N,O,50543,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:29 AM,N,O,50545,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:31 AM,N,O,50546,1786,53.72,74,0,0,0,0,0
5/13/2026 8:15:41 AM,N,O,50543,1789,53.72,74,0,0,0,0,0
5/13/2026 8:15:42 AM,N,O,50544,1789,53.72,74,0,0,0,0,0
5/13/2026 8:15:48 AM,N,O,50547,1789,53.72,74,0,0,0,0,0
5/13/2026 8:15:50 AM,N,O,51057,1789,53.72,74,0,0,0,0,0
5/13/2026 8:15:51 AM,N,O,51056,1789,53.72,74,0,0,0,0,0
5/13/2026 8:15:55 AM,N,O,51156,1789,53.72,74,0,0,0,0,0
5/13/2026 8:15:58 AM,N,O,51155,1789,53.72,74,0,0,0,0,0
5/13/2026 8:16:22 AM,N,O,56155,1789,53.72,74,0,0,0,0,0
5/13/2026 8:16:31 AM,N,O,56205,1789,53.72,74,0,0,0,0,0
5/13/2026 8:16:32 AM,N,O,56232,1789,53.72,74,0,0,0,0,0
5/13/2026 8:16:33 AM,N,O,56236,1789,53.72,74,0,0,0,0,0
5/13/2026 8:16:39 AM,N,O,56161,1789,53.72,74,0,0,0,0,0
5/13/2026 8:17:08 AM,N,O,56563,1789,53.72,74,0,0,0,0,0
5/13/2026 8:17:12 AM,N,O,56564,1789,53.72,74,0,0,0,0,0
5/13/2026 8:17:16 AM,N,O,56464,1789,53.72,74,0,0,0,0,0
5/13/2026 8:17:18 AM,N,O,56111,1789,53.72,74,0,0,0,0,0
5/13/2026 8:17:58 AM,N,O,56596,1789,53.72,74,0,0,0,0,0
5/13/2026 8:18:28 AM,N,O,56597,1789,53.72,74,0,0,0,0,0
5/13/2026 8:19:00 AM,N,O,56647,1789,53.72,74,0,0,0,0,0
5/13/2026 8:19:20 AM,N,O,56727,1789,53.72,74,0,0,0,0,0
5/13/2026 8:19:25 AM,N,O,56927,1789,53.72,74,0,0,0,0,0
5/13/2026 8:19:35 AM,N,O,56727,1789,53.72,74,0,0,0,0,0
5/13/2026 8:19:39 AM,N,O,56827,1789,53.72,74,0,0,0,0,0
5/13/2026 8:19:48 AM,N,O,56922,1789,53.72,74,0,0,0,0,0
5/13/2026 8:19:50 AM,N,O,58983,1789,53.72,72,0,0,0,0,0
5/13/2026 8:20:06 AM,N,O,58986,1789,53.72,72,0,0,0,0,0
5/13/2026 8:20:15 AM,N,O,58992,1789,53.72,72,0,0,0,0,0
5/13/2026 8:20:19 AM,N,O,58987,1794,53.72,72,0,0,0,0,0
5/13/2026 8:20:20 AM,N,O,58989,1794,53.72,72,0,0,0,0,0
5/13/2026 8:20:29 AM,N,O,59014,1794,53.72,72,0,0,0,0,0
5/13/2026 8:20:30 AM,N,O,59015,1794,53.72,72,0,0,0,0,0
5/13/2026 8:20:36 AM,N,O,59019,1794,53.72,72,0,0,0,0,0
5/13/2026 8:20:42 AM,N,O,59020,1794,53.72,72,0,0,0,0,0
5/13/2026 8:20:51 AM,N,O,59040,1794,53.72,72,0,0,0,0,0
5/13/2026 8:20:52 AM,N,O,59045,1794,53.72,72,0,0,0,0,0
5/13/2026 8:20:54 AM,N,O,59055,1794,53.72,72,0,0,0,0,0
5/13/2026 8:20:56 AM,N,O,59057,1794,53.72,72,0,0,0,0,0
5/13/2026 8:20:58 AM,N,O,59757,1794,53.72,72,0,0,0,0,0
5/13/2026 8:21:08 AM,N,O,59776,1794,53.72,72,0,0,0,0,0
5/13/2026 8:21:09 AM,N,O,59777,1794,53.72,72,0,0,0,0,0
5/13/2026 8:21:14 AM,N,O,59778,1794,53.72,72,0,0,0,0,0
5/13/2026 8:21:16 AM,N,O,59777,1795,53.72,72,0,0,0,0,0
5/13/2026 8:21:20 AM,N,O,59787,1795,53.72,72,0,0,0,0,0
5/13/2026 8:21:28 AM,N,O,59797,1795,53.72,72,0,0,0,0,0
5/13/2026 8:21:29 AM,N,O,59796,1796,53.72,72,0,0,0,0,0
5/13/2026 8:21:36 AM,N,O,59795,1797,53.72,72,0,0,0,0,0
5/13/2026 8:21:42 AM,N,O,59895,1797,53.72,72,0,0,0,0,0
5/13/2026 8:21:45 AM,N,O,59896,1797,53.72,72,0,0,0,0,0
5/13/2026 8:21:46 AM,N,O,59796,1797,53.72,72,0,0,0,0,0
5/13/2026 8:21:57 AM,N,O,59801,1797,53.72,72,0,0,0,0,0
5/13/2026 8:22:00 AM,N,O,59731,1867,53.72,72,0,0,0,0,0
5/13/2026 8:22:05 AM,N,O,59738,1870,53.72,72,0,0,0,0,0
5/13/2026 8:22:06 AM,N,O,59838,1870,53.72,72,0,0,0,0,0
5/13/2026 8:22:07 AM,N,O,61338,1870,53.72,72,0,0,0,0,0
5/13/2026 8:22:10 AM,N,O,61330,1870,53.72,72,0,0,0,0,0
5/13/2026 8:22:11 AM,N,O,61347,1870,53.72,72,0,0,0,0,0
5/13/2026 8:22:14 AM,N,O,61396,1871,53.72,72,0,0,0,0,0
5/13/2026 8:22:23 AM,N,O,61401,1871,53.72,72,0,0,0,0,0
5/13/2026 8:22:24 AM,N,O,61403,1871,53.72,72,0,0,0,0,0
5/13/2026 8:22:27 AM,N,O,61503,1871,53.72,72,0,0,0,0,0
5/13/2026 8:22:28 AM,N,O,61403,1871,53.72,72,0,0,0,0,0
5/13/2026 8:22:32 AM,N,O,61423,1871,53.72,72,0,0,0,0,0
5/13/2026 8:22:34 AM,N,O,61424,1871,53.72,72,0,0,0,0,0
5/13/2026 8:22:35 AM,N,O,61424,1872,53.72,72,0,0,0,0,0
5/13/2026 8:22:43 AM,N,O,61349,1947,53.72,72,0,0,0,0,0
5/13/2026 8:22:45 AM,N,O,61415,1947,53.72,72,0,0,0,0,0
5/13/2026 8:22:49 AM,N,O,61715,1947,53.72,72,0,0,0,0,0
5/13/2026 8:22:59 AM,N,O,61815,1947,53.72,72,0,0,0,0,0
5/13/2026 8:23:12 AM,N,O,61801,1961,53.72,72,0,0,0,0,0
5/13/2026 8:23:18 AM,N,O,61851,1961,53.72,72,0,0,0,0,0
5/13/2026 8:23:27 AM,N,O,62051,1961,53.72,72,0,0,0,0,0
5/13/2026 8:23:34 AM,N,O,62036,1976,53.72,72,0,0,0,0,0
5/13/2026 8:23:37 AM,N,O,62046,1976,53.72,72,0,0,0,0,0
5/13/2026 8:23:42 AM,N,O,62045,1977,53.72,72,0,0,0,0,0
5/13/2026 8:23:45 AM,N,O,62046,1977,53.72,72,0,0,0,0,0
5/13/2026 8:23:53 AM,N,O,62048,1977,53.72,72,0,0,0,0,0
5/13/2026 8:23:57 AM,N,O,62060,1977,53.72,72,0,0,0,0,0
5/13/2026 8:24:04 AM,N,O,62057,1981,53.72,72,0,0,0,0,0
5/13/2026 8:24:11 AM,N,O,62060,1981,53.72,72,0,0,0,0,0
5/13/2026 8:24:16 AM,N,O,62058,1983,53.72,72,0,0,0,0,0
5/13/2026 8:24:18 AM,N,O,62074,1983,53.72,72,0,0,0,0,0
5/13/2026 8:24:19 AM,N,O,62174,1983,53.72,72,0,0,0,0,0
5/13/2026 8:24:21 AM,N,O,62374,1983,53.72,72,0,0,0,0,0
5/13/2026 8:24:22 AM,N,O,62354,2035,53.72,72,0,0,0,0,0
5/13/2026 8:24:27 AM,N,O,62369,2035,53.72,72,0,0,0,0,0
5/13/2026 8:24:34 AM,N,O,62470,2035,53.72,72,0,0,0,0,0
5/13/2026 8:24:46 AM,N,O,62473,2040,53.72,72,0,0,0,0,0
5/13/2026 8:24:49 AM,N,O,62491,2040,53.72,72,0,0,0,0,0
5/13/2026 8:24:51 AM,N,O,62493,2040,53.72,72,0,0,0,0,0
5/13/2026 8:25:00 AM,N,O,62543,2040,53.72,72,0,0,0,0,0
5/13/2026 8:25:04 AM,N,O,62541,2042,53.72,72,0,0,0,0,0
5/13/2026 8:25:09 AM,N,O,62539,2044,53.72,72,0,0,0,0,0
5/13/2026 8:25:10 AM,N,O,62514,2044,53.72,72,0,0,0,0,0
5/13/2026 8:25:11 AM,N,O,62516,2044,53.72,72,0,0,0,0,0
5/13/2026 8:25:29 AM,N,O,62475,2085,53.72,72,0,0,0,0,0
5/13/2026 8:25:31 AM,N,O,62480,2085,53.72,72,0,0,0,0,0
5/13/2026 8:25:33 AM,N,O,62490,2085,53.72,72,0,0,0,0,0
5/13/2026 8:25:58 AM,N,O,62498,2085,53.72,72,0,0,0,0,0
5/13/2026 8:26:08 AM,N,O,62493,2090,53.72,72,0,0,0,0,0
5/13/2026 8:26:21 AM,N,O,62497,2090,53.72,72,0,0,0,0,0
5/13/2026 8:26:23 AM,N,O,62597,2090,53.72,72,0,0,0,0,0
5/13/2026 8:26:25 AM,N,O,62551,2136,53.72,72,0,0,0,0,0
5/13/2026 8:26:26 AM,N,O,62552,2136,53.72,72,0,0,0,0,0
5/13/2026 8:26:28 AM,N,O,62521,2169,53.72,72,0,0,0,0,0
5/13/2026 8:26:31 AM,N,O,62514,2176,53.72,72,0,0,0,0,0
5/13/2026 8:26:35 AM,N,O,62418,2272,53.72,72,0,0,0,0,0
5/13/2026 8:26:38 AM,N,O,62417,2273,53.72,72,0,0,0,0,0
5/13/2026 8:26:39 AM,N,O,62467,2273,53.72,72,0,0,0,0,0
5/13/2026 8:26:41 AM,N,O,62471,2273,53.72,72,0,0,0,0,0
5/13/2026 8:26:45 AM,N,O,62363,2381,53.72,72,0,0,0,0,0
5/13/2026 8:26:47 AM,N,O,62595,2381,53.72,72,0,0,0,0,0
5/13/2026 8:26:52 AM,N,O,62597,2381,53.72,72,0,0,0,0,0
5/13/2026 8:27:03 AM,N,O,62598,2381,53.72,72,0,0,0,0,0
5/13/2026 8:27:05 AM,N,O,62576,2403,53.72,72,0,0,0,0,0
5/13/2026 8:27:11 AM,N,O,62578,2403,53.72,72,0,0,0,0,0
5/13/2026 8:27:19 AM,N,O,62581,2403,53.72,72,0,0,0,0,0
5/13/2026 8:27:20 AM,N,O,62571,2413,53.72,72,0,0,0,0,0
5/13/2026 8:27:24 AM,N,O,62661,2413,53.72,72,0,0,0,0,0
5/13/2026 8:27:29 AM,N,O,62663,2413,53.72,72,0,0,0,0,0
5/13/2026 8:27:30 AM,N,O,62658,2418,53.72,72,0,0,0,0,0
5/13/2026 8:27:34 AM,N,O,62676,2418,53.72,72,0,0,0,0,0
5/13/2026 8:27:43 AM,N,O,62659,2435,53.72,72,0,0,0,0,0
5/13/2026 8:27:45 AM,N,O,62679,2435,53.72,72,0,0,0,0,0
5/13/2026 8:27:53 AM,N,O,62678,2436,53.72,72,0,0,0,0,0
5/13/2026 8:27:54 AM,N,O,62733,2436,53.72,72,0,0,0,0,0
5/13/2026 8:27:57 AM,N,O,62833,2436,53.72,72,0,0,0,0,0
5/13/2026 8:27:58 AM,N,O,62834,2436,53.72,72,0,0,0,0,0
5/13/2026 8:27:59 AM,N,O,63335,2436,53.72,72,0,0,0,0,0
5/13/2026 8:28:03 AM,N,O,63345,2436,53.72,72,0,0,0,0,0
5/13/2026 8:28:18 AM,N,O,63346,2436,53.72,72,0,0,0,0,0
5/13/2026 8:28:22 AM,N,O,62846,2436,53.72,72,0,0,0,0,0
5/13/2026 8:28:23 AM,N,O,62849,2436,53.72,72,0,0,0,0,0
5/13/2026 8:28:40 AM,N,O,62860,2436,53.72,72,0,0,0,0,0
5/13/2026 8:28:45 AM,N,O,62875,2436,53.72,72,0,0,0,0,0
5/13/2026 8:28:46 AM,N,O,62876,2436,53.72,72,0,0,0,0,0
5/13/2026 8:28:52 AM,N,O,62877,2436,53.72,72,0,0,0,0,0
5/13/2026 8:28:53 AM,N,O,62876,2437,53.72,72,0,0,0,0,0
5/13/2026 8:28:57 AM,N,O,63056,2437,53.72,72,0,0,0,0,0
5/13/2026 8:28:59 AM,N,O,63068,2437,53.72,72,0,0,0,0,0
5/13/2026 8:29:04 AM,N,O,63069,2437,53.72,72,0,0,0,0,0
5/13/2026 8:29:07 AM,N,O,63094,2437,53.72,72,0,0,0,0,0
5/13/2026 8:29:09 AM,N,O,63056,2475,53.72,72,0,0,0,0,0
5/13/2026 8:29:11 AM,N,O,63066,2475,53.72,72,0,0,0,0,0
5/13/2026 8:29:13 AM,N,O,63566,2475,53.72,72,0,0,0,0,0
5/13/2026 8:29:15 AM,N,O,63565,2476,53.72,72,0,0,0,0,0
5/13/2026 8:29:24 AM,N,O,63566,2476,53.72,72,0,0,0,0,0
5/13/2026 8:29:29 AM,N,O,63565,2477,53.72,72,0,0,0,0,0
5/13/2026 8:29:30 AM,N,O,63475,2477,53.72,72,0,0,0,0,0
5/13/2026 8:29:32 AM,N,O,63485,2477,53.72,72,0,0,0,0,0
5/13/2026 8:29:37 AM,N,O,63486,2477,53.72,72,0,0,0,0,0
5/13/2026 8:29:42 AM,N,O,63586,2477,53.72,72,0,0,0,0,0
5/13/2026 8:29:43 AM,N,O,63592,2477,53.72,72,0,0,0,0,0
5/13/2026 8:29:44 AM,N,O,63593,2477,53.72,72,0,0,0,0,0
5/13/2026 8:29:54 AM,N,O,63595,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:00 AM,N,O,63596,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:02 AM,N,O,64596,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:04 AM,N,O,64696,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:05 AM,N,O,65468,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:06 AM,N,O,66488,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:07 AM,N,O,66504,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:11 AM,N,O,66604,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:12 AM,N,O,66614,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:13 AM,N,O,66615,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:16 AM,N,O,66666,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:17 AM,N,O,68673,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:18 AM,N,O,68674,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:20 AM,N,O,68675,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:22 AM,N,O,68713,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:24 AM,N,O,68213,2477,53.72,72,0,0,0,0,0
5/13/2026 8:30:25 AM,N,O,68738,2477,53.72,73,0,0,0,0,0
5/13/2026 8:30:26 AM,N,O,68786,2477,53.72,73,0,0,0,0,0
5/13/2026 8:30:32 AM,N,O,68748,2477,53.72,73,0,0,0,0,0
5/13/2026 8:30:36 AM,N,O,68759,2477,53.72,73,0,0,0,0,0
5/13/2026 8:30:42 AM,N,O,68527,2477,53.72,73,0,0,0,0,0
5/13/2026 8:30:49 AM,N,O,68618,2477,53.72,73,0,0,0,0,0
5/13/2026 8:30:51 AM,N,O,68621,2477,53.72,73,0,0,0,0,0
5/13/2026 8:31:00 AM,N,O,68626,2477,53.72,73,0,0,0,0,0
5/13/2026 8:31:16 AM,N,O,68726,2477,53.72,73,0,0,0,0,0
5/13/2026 8:31:19 AM,N,O,69126,2477,53.72,73,0,0,0,0,0
5/13/2026 8:31:20 AM,N,O,69128,2477,53.72,73,0,0,0,0,0
5/13/2026 8:31:23 AM,N,O,69130,2477,53.72,73,0,0,0,0,0
5/13/2026 8:31:27 AM,N,O,69030,2477,53.72,73,0,0,0,0,0
5/13/2026 8:31:45 AM,N,O,69032,2477,53.72,73,0,0,0,0,0
5/13/2026 8:31:48 AM,N,O,69070,2477,53.72,73,0,0,0,0,0
5/13/2026 8:32:02 AM,N,O,69170,2477,53.72,73,0,0,0,0,0
5/13/2026 8:32:04 AM,N,O,69172,2477,53.72,73,0,0,0,0,0
5/13/2026 8:32:09 AM,N,O,69150,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:14 AM,N,O,69162,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:23 AM,N,O,69164,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:28 AM,N,O,69162,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:30 AM,N,O,69107,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:32 AM,N,O,69109,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:34 AM,N,O,69110,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:35 AM,N,O,69115,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:37 AM,N,O,69110,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:44 AM,N,O,69120,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:45 AM,N,O,69122,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:55 AM,N,O,69131,2499,53.72,73,0,0,0,0,0
5/13/2026 8:32:56 AM,N,O,69288,2499,53.72,73,0,0,0,0,0
5/13/2026 8:33:03 AM,N,O,69278,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:05 AM,N,O,69280,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:07 AM,N,O,69580,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:14 AM,N,O,69581,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:15 AM,N,O,69424,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:27 AM,N,O,69434,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:28 AM,N,O,69444,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:30 AM,N,O,69544,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:38 AM,N,O,69554,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:42 AM,N,O,69558,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:45 AM,N,O,69608,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:48 AM,N,O,69658,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:54 AM,N,O,69657,2509,53.72,73,0,0,0,0,0
5/13/2026 8:33:55 AM,N,O,69659,2509,53.72,73,0,0,0,0,0
5/13/2026 8:34:05 AM,N,O,69609,2509,53.72,73,0,0,0,0,0
5/13/2026 8:34:09 AM,N,O,69509,2509,53.72,73,0,0,0,0,0
5/13/2026 8:34:10 AM,N,O,75497,2509,53.72,73,0,0,0,0,0
5/13/2026 8:34:11 AM,N,O,80503,2509,53.72,73,0,0,0,0,0
5/13/2026 8:34:12 AM,N,O,80453,2509,53.72,73,0,0,0,0,0
5/13/2026 8:34:27 AM,N,O,80503,2509,53.72,73,0,0,0,0,0
5/13/2026 8:34:30 AM,N,O,80493,2509,53.72,73,0,0,0,0,0
5/13/2026 8:34:31 AM,N,O,80492,2509,53.72,73,0,0,0,0,0
5/13/2026 8:34:41 AM,N,O,80528,2509,53.72,73,0,0,0,0,0
5/13/2026 8:34:48 AM,N,O,80578,2509,53.72,73,0,0,0,0,0
5/13/2026 8:35:00 AM,N,O,80576,2509,53.72,73,0,0,0,0,0
5/13/2026 8:35:07 AM,N,O,80586,2509,53.72,73,0,0,0,0,0
5/13/2026 8:35:10 AM,N,O,80550,2509,53.72,73,0,0,0,0,0
5/13/2026 8:35:11 AM,N,O,80950,2509,53.72,73,0,0,0,0,0
5/13/2026 8:35:16 AM,N,O,80945,2514,53.72,73,0,0,0,0,0
5/13/2026 8:35:17 AM,N,O,81030,2564,53.72,73,0,0,0,0,0
5/13/2026 8:35:18 AM,N,O,80980,2564,53.72,73,0,0,0,0,0
5/13/2026 8:35:20 AM,N,O,80987,2564,53.72,73,0,0,0,0,0
5/13/2026 8:35:23 AM,N,O,80986,2565,53.72,73,0,0,0,0,0
5/13/2026 8:35:25 AM,N,O,80991,2565,53.72,73,0,0,0,0,0
5/13/2026 8:35:28 AM,N,O,80591,2565,53.72,73,0,0,0,0,0
5/13/2026 8:35:33 AM,N,O,80646,2565,53.72,73,0,0,0,0,0
5/13/2026 8:35:57 AM,N,O,80656,2565,53.72,73,0,0,0,0,0
5/13/2026 8:36:01 AM,N,O,80691,2565,53.72,73,0,0,0,0,0
