Time,Exchange,ImbType,imbalance_quantity,paired_quantity,reference_price,far_price,near_price,price_variation_indicator,Bid,Ask
8/3/2026 3:57:46 PM,Q,C,930572,8783840,302.77,308.96,306.05,1,0,0
8/3/2026 3:57:47 PM,Q,C,933322,8783840,302.77,308.92,306,1,0,0
8/3/2026 3:57:48 PM,Q,C,940542,8783940,302.77,308.68,305.76,L,0,0
8/3/2026 3:57:49 PM,Q,C,957212,8783610,302.69,308.61,305.59,L,0,0
8/3/2026 3:57:50 PM,Q,C,954743,8785610,302.7,308.47,305.35,L,0,0
8/3/2026 3:57:51 PM,Q,C,954320,8785610,302.73,308.37,305.26,L,0,0
8/3/2026 3:57:52 PM,Q,C,962056,8799302,302.73,307.77,305.06,L,0,0
8/3/2026 3:57:53 PM,Q,C,946868,8823203,302.78,307.51,304.81,L,0,0
8/3/2026 3:57:54 PM,Q,C,931494,8845942,302.77,306.23,304.52,L,0,0
8/3/2026 3:57:55 PM,Q,C,911969,8867787,302.75,305.76,304.52,L,0,0
8/3/2026 3:57:56 PM,Q,C,902327,8874283,302.79,305.76,304.52,L,0,0
8/3/2026 3:57:57 PM,Q,C,856317,8895763,302.88,305.73,304.52,L,0,0
8/3/2026 3:57:58 PM,Q,C,856697,8895701,302.87,305.6,304.45,L,0,0
8/3/2026 3:57:59 PM,Q,C,849358,8902722,302.88,305.56,304.45,L,0,0
8/3/2026 3:58:00 PM,Q,C,823941,8980693,302.86,305.06,304.38,L,0,0
8/3/2026 3:58:01 PM,Q,C,788980,9010036,302.97,305.05,304.38,L,0,0
8/3/2026 3:58:02 PM,Q,C,797801,9003934,302.93,305.05,304.38,L,0,0
8/3/2026 3:58:03 PM,Q,C,789746,9010334,302.95,305.05,304.38,L,0,0
8/3/2026 3:58:04 PM,Q,C,789746,9010334,302.95,305.05,304.38,L,0,0
8/3/2026 3:58:05 PM,Q,C,786912,9013604,302.94,305.05,304.38,L,0,0
8/3/2026 3:58:06 PM,Q,C,784412,9016104,302.94,305.05,304.38,L,0,0
8/3/2026 3:58:07 PM,Q,C,784412,9016104,302.94,305.05,304.38,L,0,0
8/3/2026 3:58:08 PM,Q,C,783337,9017179,302.94,305.05,304.38,L,0,0
8/3/2026 3:58:09 PM,Q,C,769168,9028716,303,305.05,304.38,L,0,0
8/3/2026 3:58:10 PM,Q,C,769168,9028716,303,305.05,304.38,L,0,0
8/3/2026 3:58:11 PM,Q,C,776425,9022210,302.98,305.05,304.38,L,0,0
8/3/2026 3:58:12 PM,Q,C,785489,9016534,302.92,305.05,304.37,L,0,0
8/3/2026 3:58:13 PM,Q,C,777370,9022710,302.95,305.05,304.36,L,0,0
8/3/2026 3:58:14 PM,Q,C,778194,9022322,302.94,305.05,304.37,L,0,0
8/3/2026 3:58:15 PM,Q,C,775383,9024082,302.96,305.05,304.38,L,0,0
8/3/2026 3:58:16 PM,Q,C,773934,9025082,302.97,305.05,304.38,L,0,0
8/3/2026 3:58:17 PM,Q,C,773383,9026082,302.96,305.05,304.37,L,0,0
8/3/2026 3:58:18 PM,Q,C,773383,9026082,302.96,305.05,304.38,L,0,0
8/3/2026 3:58:19 PM,Q,C,786174,9016848,302.9,305.05,304.37,L,0,0
8/3/2026 3:58:20 PM,Q,C,786051,9016971,302.9,305.05,304.36,L,0,0
8/3/2026 3:58:21 PM,Q,C,786051,9016971,302.9,305.05,304.36,L,0,0
8/3/2026 3:58:22 PM,Q,C,786051,9016971,302.9,305.05,304.36,L,0,0
8/3/2026 3:58:23 PM,Q,C,794444,9010190,302.86,305.05,304.36,L,0,0
8/3/2026 3:58:24 PM,Q,C,790519,9013658,302.87,305.05,304.36,L,0,0
8/3/2026 3:58:25 PM,Q,C,789868,9013991,302.88,305.05,304.31,L,0,0
8/3/2026 3:58:26 PM,Q,C,790248,9013929,302.87,305.05,304.31,L,0,0
8/3/2026 3:58:27 PM,Q,C,790248,9013929,302.87,305.05,304.31,L,0,0
8/3/2026 3:58:28 PM,Q,C,750545,9049971,302.94,304.85,304.31,L,0,0
8/3/2026 3:58:29 PM,Q,C,734735,9064281,302.97,304.73,304.31,L,0,0
8/3/2026 3:58:30 PM,Q,C,734672,9064344,302.965,304.73,304.31,L,0,0
8/3/2026 3:58:31 PM,Q,C,729848,9070668,302.935,304.72,304.31,L,0,0
8/3/2026 3:58:32 PM,Q,C,713402,9087114,302.94,304.63,304.31,L,0,0
8/3/2026 3:58:33 PM,Q,C,710621,9088844,302.96,304.63,304.31,L,0,0
8/3/2026 3:58:34 PM,Q,C,710621,9088844,302.96,304.63,304.31,L,0,0
8/3/2026 3:58:35 PM,Q,C,713402,9087114,302.94,304.63,304.31,L,0,0
8/3/2026 3:58:36 PM,Q,C,713342,9087174,302.94,304.63,304.31,L,0,0
8/3/2026 3:58:37 PM,Q,C,712842,9087674,302.94,304.63,304.31,L,0,0
8/3/2026 3:58:38 PM,Q,C,712842,9087674,302.94,304.63,304.31,L,0,0
8/3/2026 3:58:39 PM,Q,C,712842,9087674,302.94,304.63,304.31,L,0,0
8/3/2026 3:58:40 PM,Q,C,712842,9087674,302.94,304.63,304.28,L,0,0
8/3/2026 3:58:41 PM,Q,C,712367,9088149,302.94,304.63,304.31,L,0,0
8/3/2026 3:58:42 PM,Q,C,721349,9081673,302.9,304.63,304.28,L,0,0
8/3/2026 3:58:43 PM,Q,C,717667,9085094,302.91,304.63,304.28,L,0,0
8/3/2026 3:58:44 PM,Q,C,720516,9082506,302.9,304.63,304.26,L,0,0
8/3/2026 3:58:45 PM,Q,C,720269,9083006,302.89,304.63,304.26,L,0,0
8/3/2026 3:58:46 PM,Q,C,727554,9079225,302.84,304.63,304.26,L,0,0
8/3/2026 3:58:47 PM,Q,C,726990,9079789,302.84,304.63,304.26,L,0,0
8/3/2026 3:58:48 PM,Q,C,726990,9079789,302.84,304.63,304.26,L,0,0
8/3/2026 3:58:49 PM,Q,C,726990,9079789,302.84,304.63,304.26,L,0,0
8/3/2026 3:58:50 PM,Q,C,754449,9073069,302.81,304.63,304.26,L,0,0
8/3/2026 3:58:51 PM,Q,C,753449,9074069,302.81,304.63,304.25,L,0,0
8/3/2026 3:58:52 PM,Q,C,748379,9079139,302.81,304.58,304.24,L,0,0
8/3/2026 3:58:53 PM,Q,C,698342,9102174,302.94,304.58,304.28,L,0,0
8/3/2026 3:58:54 PM,Q,C,695357,9104108,302.96,304.58,304.27,L,0,0
8/3/2026 3:58:55 PM,Q,C,693984,9105032,302.97,304.58,304.26,L,0,0
8/3/2026 3:58:56 PM,Q,C,673933,9125532,302.96,304.51,304.24,L,0,0
8/3/2026 3:58:57 PM,Q,C,673883,9125582,302.96,304.51,304.24,L,0,0
8/3/2026 3:58:58 PM,Q,C,671883,9127582,302.96,304.49,304.22,L,0,0
8/3/2026 3:58:59 PM,Q,C,670883,9128582,302.96,304.46,304.2,L,0,0
8/3/2026 3:59:00 PM,Q,C,618883,9180582,302.96,304.28,304.05,L,0,0
8/3/2026 3:59:01 PM,Q,C,496830,9216862,303.08,304.26,304.12,L,0,0
8/3/2026 3:59:02 PM,Q,C,556027,9206700,303.025,304.26,304.05,L,0,0
8/3/2026 3:59:03 PM,Q,C,598138,9200878,302.97,304.22,304.05,L,0,0
8/3/2026 3:59:04 PM,Q,C,597018,9202447,302.96,304.2,303.69,L,0,0
8/3/2026 3:59:05 PM,Q,C,645814,9154266,302.95,304.2,303.71,L,0,0
8/3/2026 3:59:06 PM,Q,C,653864,9147871,302.93,304.2,303.74,L,0,0
8/3/2026 3:59:07 PM,Q,C,652681,9149342,302.92,304.2,303.74,L,0,0
8/3/2026 3:59:08 PM,Q,C,652446,9149577,302.92,304.2,303.69,L,0,0
8/3/2026 3:59:09 PM,Q,C,652426,9149597,302.92,304.2,303.67,L,0,0
8/3/2026 3:59:10 PM,Q,C,652191,9149832,302.92,304.2,303.61,L,0,0
8/3/2026 3:59:11 PM,Q,C,651721,9150302,302.92,304.2,303.63,L,0,0
8/3/2026 3:59:12 PM,Q,C,651721,9150302,302.92,304.2,303.63,L,0,0
8/3/2026 3:59:13 PM,Q,C,648253,9153770,302.92,304.2,303.61,L,0,0
8/3/2026 3:59:14 PM,Q,C,647518,9154505,302.92,304.2,303.61,L,0,0
8/3/2026 3:59:15 PM,Q,C,647518,9154505,302.92,304.2,303.76,L,0,0
8/3/2026 3:59:16 PM,Q,C,642532,9159491,302.92,304.2,303.75,L,0,0
8/3/2026 3:59:17 PM,Q,C,577001,9221634,302.98,304.15,303.76,L,0,0
8/3/2026 3:59:18 PM,Q,C,567274,9231361,302.99,304.13,303.77,L,0,0
8/3/2026 3:59:19 PM,Q,C,530070,9233122,303.02,304.12,303.77,L,0,0
8/3/2026 3:59:20 PM,Q,C,516396,9246331,303.03,304.12,303.76,L,0,0
8/3/2026 3:59:21 PM,Q,C,444607,9267723,303.11,304.05,303.83,L,0,0
8/3/2026 3:59:22 PM,Q,C,417876,9294067,303.12,304.05,303.78,L,0,0
8/3/2026 3:59:23 PM,Q,C,407638,9304305,303.12,304.04,303.76,L,0,0
8/3/2026 3:59:24 PM,Q,C,384297,9320991,303.13,304.03,303.77,L,0,0
8/3/2026 3:59:25 PM,Q,C,376864,9327459,303.14,303.97,303.77,L,0,0
8/3/2026 3:59:26 PM,Q,C,369161,9335162,303.14,303.97,303.76,L,0,0
